0.283000,0.487000,0.484000,0.507000,0.388000,0.638000,0.497000,0.613000,0.572000,0.000000,1.000000
0.202000,0.487000,0.430000,0.507000,0.375000,0.638000,0.497000,0.613000,0.572000,0.000000,1.000000
0.162000,0.487000,0.484000,0.506000,0.369000,0.638000,0.575000,0.634000,0.576000,0.000000,1.000000
0.182000,0.487000,0.430000,0.507000,0.372000,0.638000,0.516000,0.618000,0.576000,0.000000,1.000000
0.192000,0.487000,0.453000,0.507000,0.375000,0.638000,0.529000,0.618000,0.572000,0.000000,1.000000
0.192000,0.487000,0.453000,0.507000,0.375000,0.638000,0.529000,0.618000,0.572000,0.000000,1.000000
0.101000,0.487000,0.469000,0.507000,0.346000,0.638000,0.608000,0.652000,0.585000,0.000000,1.000000
0.323000,0.487000,0.492000,0.507000,0.391000,0.638000,0.477000,0.610000,0.576000,0.000000,1.000000
0.212000,0.487000,0.508000,0.507000,0.375000,0.638000,0.556000,0.629000,0.576000,0.000000,1.000000
0.101000,0.487000,0.641000,0.507000,0.343000,0.638000,0.745000,0.690000,0.592000,0.000000,1.000000
0.101000,0.487000,0.672000,0.507000,0.349000,0.638000,0.771000,0.689000,0.582000,0.000000,1.000000
0.273000,0.487000,0.633000,0.506000,0.388000,0.638000,0.634000,0.644000,0.572000,0.000000,1.000000
0.101000,0.487000,0.461000,0.507000,0.311000,0.639000,0.595000,0.687000,0.624000,0.000000,1.000000
0.162000,0.487000,0.422000,0.507000,0.369000,0.638000,0.523000,0.621000,0.576000,0.000000,1.000000
0.293000,0.487000,0.477000,0.507000,0.388000,0.638000,0.484000,0.612000,0.576000,0.000000,1.000000
0.182000,0.487000,0.508000,0.507000,0.372000,0.638000,0.582000,0.634000,0.572000,0.000000,1.000000
0.101000,0.487000,0.453000,0.507000,0.317000,0.637000,0.588000,0.677000,0.614000,0.000000,1.000000
0.101000,0.487000,0.469000,0.507000,0.359000,0.638000,0.595000,0.637000,0.576000,0.000000,1.000000
0.141000,0.487000,0.664000,0.507000,0.369000,0.638000,0.732000,0.669000,0.572000,0.000000,1.000000
0.172000,0.487000,0.672000,0.507000,0.372000,0.638000,0.725000,0.668000,0.572000,0.000000,1.000000
0.212000,0.487000,0.477000,0.507000,0.375000,0.638000,0.536000,0.623000,0.576000,0.000000,1.000000
0.172000,0.488000,0.523000,0.508000,0.372000,0.638000,0.601000,0.637000,0.572000,0.000000,1.000000
0.101000,0.487000,0.430000,0.507000,0.356000,0.638000,0.569000,0.636000,0.579000,0.000000,1.000000
0.293000,0.487000,0.508000,0.507000,0.388000,0.638000,0.510000,0.618000,0.576000,0.000000,1.000000
0.192000,0.488000,0.453000,0.507000,0.375000,0.638000,0.529000,0.618000,0.572000,0.000000,1.000000
0.263000,0.487000,0.516000,0.507000,0.385000,0.638000,0.536000,0.623000,0.576000,0.000000,1.000000
0.141000,0.487000,0.469000,0.507000,0.362000,0.638000,0.582000,0.636000,0.576000,0.000000,1.000000
0.263000,0.487000,0.516000,0.507000,0.388000,0.639000,0.536000,0.620000,0.572000,0.000000,1.000000
0.172000,0.487000,0.484000,0.507000,0.372000,0.638000,0.562000,0.629000,0.572000,0.000000,1.000000
