0.016260,0.006369,0.020990,0.132308,0.044471,0.721053,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.028943,0.108280,0.131934,0.165738,0.031445,0.582105,0.000000,1.000000
0.031193,0.041401,0.014993,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.033569,0.192675,0.038981,0.206355,0.000000,0.646316,0.000000,1.000000
0.033884,0.003185,0.020990,0.000000,0.000000,0.000000,0.000000,1.000000
0.014288,0.027070,0.049475,0.084302,0.000000,0.914737,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.023399,0.011146,0.011994,0.177043,0.138488,0.792632,0.000000,1.000000
0.030774,0.093153,0.016492,0.129805,0.000000,0.645263,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.006462,0.004777,0.095952,0.084262,0.000000,0.588421,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.029457,0.061306,0.028486,0.120640,0.000000,0.638947,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.021170,0.023885,0.058471,0.158592,0.000000,0.882105,0.000000,1.000000
0.023714,0.039809,0.005997,0.182736,0.130501,0.696842,0.000000,1.000000
0.000000,0.009554,0.374813,0.000000,0.000000,0.000000,0.000000,1.000000
0.015510,0.007962,0.034483,0.094638,0.000000,0.814737,0.000000,1.000000
0.021789,0.006369,0.002999,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.033596,0.062102,0.019490,0.176155,0.000000,0.692632,0.000000,1.000000
0.103703,0.012739,0.001499,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.046200,0.718153,0.011994,0.189801,0.000000,0.618947,0.000000,1.000000
0.029866,0.117834,0.026987,0.174338,0.000000,0.812632,0.000000,1.000000
0.027590,0.072452,0.023988,0.099847,0.053029,0.694737,0.000000,1.000000
0.049997,0.220541,0.008996,0.154756,0.062772,0.546316,0.000000,1.000000
0.024658,0.013535,0.008996,0.197997,0.000000,0.666316,0.000000,1.000000
0.023520,0.036624,0.017991,0.130006,0.044471,0.795789,0.000000,1.000000
0.012667,0.028662,0.094453,0.227632,0.000000,0.594737,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.030129,0.003185,0.026987,0.170139,0.000000,0.845263,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.037094,0.144904,0.022489,0.119307,0.057837,0.730526,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.021773,0.109076,0.047976,0.107074,0.000000,0.575789,0.000000,1.000000
0.030391,0.030255,0.028486,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.023021,0.007962,0.017991,0.000000,0.000000,0.000000,0.000000,1.000000
0.029289,0.050159,0.037481,0.152576,0.027641,0.697895,0.000000,1.000000
0.068780,0.278662,0.017991,0.156452,0.031684,0.654737,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.067642,0.575637,0.011994,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.037661,0.126592,0.017991,0.000000,0.000000,0.000000,0.000000,1.000000
0.041421,0.222930,0.005997,0.178900,0.000000,0.644211,0.000000,1.000000
0.054839,0.868631,0.004498,0.212048,0.000000,0.412632,0.000000,1.000000
0.048272,0.132962,0.022489,0.191013,0.020964,0.750526,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.087391,0.332006,0.013493,0.142805,0.031841,0.504211,0.000000,1.000000
0.040525,0.183917,0.016492,0.170018,0.058589,0.574737,0.000000,1.000000
0.070055,0.972930,0.002999,0.163517,0.109564,0.429474,0.000000,1.000000
0.032867,0.014331,0.023988,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.023971,0.033439,0.035982,0.164729,0.000000,0.634737,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.018002,0.004777,0.011994,0.121649,0.000000,0.894737,0.000000,1.000000
